mesh_code_3rd	osm_road_length	diff_length	diff_percentage	wkt
54394469	1893.33645838932	490	20.58	MULTIPOLYGON(((139.612500000006 36.3833333357503,139.612500000006 36.391666669084,139.625000000006 36.391666669084,139.625000000006 36.3833333357503,139.612500000006 36.3833333357503)))
54394470	3413.89735815488	-2169	-174.42	MULTIPOLYGON(((139.500000000006 36.391666669084,139.500000000006 36.4000000024176,139.512500000006 36.4000000024176,139.512500000006 36.391666669084,139.500000000006 36.391666669084)))
54394471	4665.79854976533	-2674	-134.34	MULTIPOLYGON(((139.512500000006 36.391666669084,139.512500000006 36.4000000024176,139.525000000006 36.4000000024176,139.525000000006 36.391666669084,139.512500000006 36.391666669084)))
54394472	7853.18682703396	-3793	-93.42	MULTIPOLYGON(((139.525000000006 36.391666669084,139.525000000006 36.4000000024176,139.537500000006 36.4000000024176,139.537500000006 36.391666669084,139.525000000006 36.391666669084)))
54394475	8646.50070769691	-5145	-146.97	MULTIPOLYGON(((139.562500000006 36.391666669084,139.562500000006 36.4000000024176,139.575000000006 36.4000000024176,139.575000000006 36.391666669084,139.562500000006 36.391666669084)))
54394476	2346.57065377732	-2297	-4688.91	MULTIPOLYGON(((139.575000000006 36.391666669084,139.575000000006 36.4000000024176,139.587500000006 36.4000000024176,139.587500000006 36.391666669084,139.575000000006 36.391666669084)))
54394477	2631.18175763842	-1778	-208.46	MULTIPOLYGON(((139.587500000006 36.391666669084,139.587500000006 36.4000000024176,139.600000000006 36.4000000024176,139.600000000006 36.391666669084,139.587500000006 36.391666669084)))
54394478	11978.3392601382	-5187	-76.38	MULTIPOLYGON(((139.600000000006 36.391666669084,139.600000000006 36.4000000024176,139.612500000006 36.4000000024176,139.612500000006 36.391666669084,139.600000000006 36.391666669084)))
54394479	5006.95089056096	-1312	-35.54	MULTIPOLYGON(((139.612500000006 36.391666669084,139.612500000006 36.4000000024176,139.625000000006 36.4000000024176,139.625000000006 36.391666669084,139.612500000006 36.391666669084)))
54394480	5916.73014567036	-3345	-130.13	MULTIPOLYGON(((139.500000000006 36.4000000024176,139.500000000006 36.4083333357512,139.512500000006 36.4083333357512,139.512500000006 36.4000000024176,139.500000000006 36.4000000024176)))
54394481	6617.36411967637	-4345	-191.25	MULTIPOLYGON(((139.512500000006 36.4000000024176,139.512500000006 36.4083333357512,139.525000000006 36.4083333357512,139.525000000006 36.4000000024176,139.512500000006 36.4000000024176)))
54394482	1763.91087715983	-824	-87.84	MULTIPOLYGON(((139.525000000006 36.4000000024176,139.525000000006 36.4083333357512,139.537500000006 36.4083333357512,139.537500000006 36.4000000024176,139.525000000006 36.4000000024176)))
54394484	2255.31504319287	-1405	-165.33	MULTIPOLYGON(((139.550000000006 36.4000000024176,139.550000000006 36.4083333357512,139.562500000006 36.4083333357512,139.562500000006 36.4000000024176,139.550000000006 36.4000000024176)))
54394485	7016.48588797264	-4223	-151.21	MULTIPOLYGON(((139.562500000006 36.4000000024176,139.562500000006 36.4083333357512,139.575000000006 36.4083333357512,139.575000000006 36.4000000024176,139.562500000006 36.4000000024176)))
54394486	3967.6221837199	-932	-30.72	MULTIPOLYGON(((139.575000000006 36.4000000024176,139.575000000006 36.4083333357512,139.587500000006 36.4083333357512,139.587500000006 36.4000000024176,139.575000000006 36.4000000024176)))
54394487	2155.27541965324	-2022	-1520.50	MULTIPOLYGON(((139.587500000006 36.4000000024176,139.587500000006 36.4083333357512,139.600000000006 36.4083333357512,139.600000000006 36.4000000024176,139.587500000006 36.4000000024176)))
54394488	11406.6942710078	-997	-9.58	MULTIPOLYGON(((139.600000000006 36.4000000024176,139.600000000006 36.4083333357512,139.612500000006 36.4083333357512,139.612500000006 36.4000000024176,139.600000000006 36.4000000024176)))
54394489	7450.63863323332	-2382	-47.01	MULTIPOLYGON(((139.612500000006 36.4000000024176,139.612500000006 36.4083333357512,139.625000000006 36.4083333357512,139.625000000006 36.4000000024176,139.612500000006 36.4000000024176)))
54394490	2323.60040947927	-2081	-860.16	MULTIPOLYGON(((139.500000000006 36.4083333357512,139.500000000006 36.4166666690848,139.512500000006 36.4166666690848,139.512500000006 36.4083333357512,139.500000000006 36.4083333357512)))
54394491	3091.38780320939	-2151	-228.87	MULTIPOLYGON(((139.512500000006 36.4083333357512,139.512500000006 36.4166666690848,139.525000000006 36.4166666690848,139.525000000006 36.4083333357512,139.512500000006 36.4083333357512)))
54394492	1382.8286805762	-546	-65.41	MULTIPOLYGON(((139.525000000006 36.4083333357512,139.525000000006 36.4166666690848,139.537500000006 36.4166666690848,139.537500000006 36.4083333357512,139.525000000006 36.4083333357512)))
54394495	6443.45190777153	-3380	-110.36	MULTIPOLYGON(((139.562500000006 36.4083333357512,139.562500000006 36.4166666690848,139.575000000006 36.4166666690848,139.575000000006 36.4083333357512,139.562500000006 36.4083333357512)))
54394496	2118.39723317544	-1331	-169.17	MULTIPOLYGON(((139.575000000006 36.4083333357512,139.575000000006 36.4166666690848,139.587500000006 36.4166666690848,139.587500000006 36.4083333357512,139.575000000006 36.4083333357512)))
54394497	4997.2765371	-3190	-176.55	MULTIPOLYGON(((139.587500000006 36.4083333357512,139.587500000006 36.4166666690848,139.600000000006 36.4166666690848,139.600000000006 36.4083333357512,139.587500000006 36.4083333357512)))
54394498	11641.4932821814	-123	-1.07	MULTIPOLYGON(((139.600000000006 36.4083333357512,139.600000000006 36.4166666690848,139.612500000006 36.4166666690848,139.612500000006 36.4083333357512,139.600000000006 36.4083333357512)))
54394499	6754.9948094134	-3503	-107.78	MULTIPOLYGON(((139.612500000006 36.4083333357512,139.612500000006 36.4166666690848,139.625000000006 36.4166666690848,139.625000000006 36.4083333357512,139.612500000006 36.4083333357512)))
54394500	7752.84058625525	-2547	-48.94	MULTIPOLYGON(((139.625000000008 36.3333333357486,139.625000000008 36.3416666690822,139.637500000008 36.3416666690822,139.637500000008 36.3333333357486,139.625000000008 36.3333333357486)))
54394501	10046.1895123786	-6887	-218.01	MULTIPOLYGON(((139.637500000008 36.3333333357486,139.637500000008 36.3416666690822,139.650000000008 36.3416666690822,139.650000000008 36.3333333357486,139.637500000008 36.3333333357486)))
54394502	2660.68631564747	-176	-7.11	MULTIPOLYGON(((139.650000000008 36.3333333357486,139.650000000008 36.3416666690822,139.662500000008 36.3416666690822,139.662500000008 36.3333333357486,139.650000000008 36.3333333357486)))
54394503	6957.11310367356	-3912	-128.47	MULTIPOLYGON(((139.662500000008 36.3333333357486,139.662500000008 36.3416666690822,139.675000000008 36.3416666690822,139.675000000008 36.3333333357486,139.662500000008 36.3333333357486)))
54394504	7919.72460649049	-3285	-70.90	MULTIPOLYGON(((139.675000000008 36.3333333357486,139.675000000008 36.3416666690822,139.687500000008 36.3416666690822,139.687500000008 36.3333333357486,139.675000000008 36.3333333357486)))
54394505	16969.339298921	-3586	-26.79	MULTIPOLYGON(((139.687500000008 36.3333333357486,139.687500000008 36.3416666690822,139.700000000008 36.3416666690822,139.700000000008 36.3333333357486,139.687500000008 36.3333333357486)))
54394506	15437.9847398403	-8793	-132.35	MULTIPOLYGON(((139.700000000008 36.3333333357486,139.700000000008 36.3416666690822,139.712500000008 36.3416666690822,139.712500000008 36.3333333357486,139.700000000008 36.3333333357486)))
54394507	13632.6243091826	-7603	-126.11	MULTIPOLYGON(((139.712500000008 36.3333333357486,139.712500000008 36.3416666690822,139.725000000008 36.3416666690822,139.725000000008 36.3333333357486,139.712500000008 36.3333333357486)))
54394508	11228.852426128	-4879	-76.86	MULTIPOLYGON(((139.725000000008 36.3333333357486,139.725000000008 36.3416666690822,139.737500000008 36.3416666690822,139.737500000008 36.3333333357486,139.725000000008 36.3333333357486)))
54394509	11236.4142447391	-5397	-92.43	MULTIPOLYGON(((139.737500000008 36.3333333357486,139.737500000008 36.3416666690822,139.750000000008 36.3416666690822,139.750000000008 36.3333333357486,139.737500000008 36.3333333357486)))
54394510	6386.80056449636	-3032	-90.42	MULTIPOLYGON(((139.625000000008 36.3416666690822,139.625000000008 36.3500000024159,139.637500000008 36.3500000024159,139.637500000008 36.3416666690822,139.625000000008 36.3416666690822)))
54394511	4416.0212261232	-2729	-161.76	MULTIPOLYGON(((139.637500000008 36.3416666690822,139.637500000008 36.3500000024159,139.650000000008 36.3500000024159,139.650000000008 36.3416666690822,139.637500000008 36.3416666690822)))
54394512	1357.06857894195	-9	-0.67	MULTIPOLYGON(((139.650000000008 36.3416666690822,139.650000000008 36.3500000024159,139.662500000008 36.3500000024159,139.662500000008 36.3416666690822,139.650000000008 36.3416666690822)))
54394513	5402.54472230606	-4089	-311.46	MULTIPOLYGON(((139.662500000008 36.3416666690822,139.662500000008 36.3500000024159,139.675000000008 36.3500000024159,139.675000000008 36.3416666690822,139.662500000008 36.3416666690822)))
54394514	9819.47350476235	-4979	-102.88	MULTIPOLYGON(((139.675000000008 36.3416666690822,139.675000000008 36.3500000024159,139.687500000008 36.3500000024159,139.687500000008 36.3416666690822,139.675000000008 36.3416666690822)))
54394515	7766.76790083291	-2590	-50.05	MULTIPOLYGON(((139.687500000008 36.3416666690822,139.687500000008 36.3500000024159,139.700000000008 36.3500000024159,139.700000000008 36.3416666690822,139.687500000008 36.3416666690822)))
54394516	22384.3587473384	-10826	-93.66	MULTIPOLYGON(((139.700000000008 36.3416666690822,139.700000000008 36.3500000024159,139.712500000008 36.3500000024159,139.712500000008 36.3416666690822,139.700000000008 36.3416666690822)))
54394517	17079.2373624357	-9439	-123.55	MULTIPOLYGON(((139.712500000008 36.3416666690822,139.712500000008 36.3500000024159,139.725000000008 36.3500000024159,139.725000000008 36.3416666690822,139.712500000008 36.3416666690822)))
54394518	12667.9139230978	-6324	-99.71	MULTIPOLYGON(((139.725000000008 36.3416666690822,139.725000000008 36.3500000024159,139.737500000008 36.3500000024159,139.737500000008 36.3416666690822,139.725000000008 36.3416666690822)))
54394519	6439.52701889448	-2007	-45.29	MULTIPOLYGON(((139.737500000008 36.3416666690822,139.737500000008 36.3500000024159,139.750000000008 36.3500000024159,139.750000000008 36.3416666690822,139.737500000008 36.3416666690822)))
54394520	11408.6170920473	-6572	-135.91	MULTIPOLYGON(((139.625000000008 36.3500000024159,139.625000000008 36.3583333357495,139.637500000008 36.3583333357495,139.637500000008 36.3500000024159,139.625000000008 36.3500000024159)))
54394521	775.361375643265	-326	-72.68	MULTIPOLYGON(((139.637500000008 36.3500000024159,139.637500000008 36.3583333357495,139.650000000008 36.3583333357495,139.650000000008 36.3500000024159,139.637500000008 36.3500000024159)))
54394522	1910.30868014157	-22	-1.18	MULTIPOLYGON(((139.650000000008 36.3500000024159,139.650000000008 36.3583333357495,139.662500000008 36.3583333357495,139.662500000008 36.3500000024159,139.650000000008 36.3500000024159)))
54394524	5457.85579488227	-4196	-332.81	MULTIPOLYGON(((139.675000000008 36.3500000024159,139.675000000008 36.3583333357495,139.687500000008 36.3583333357495,139.687500000008 36.3500000024159,139.675000000008 36.3500000024159)))
54394525	6115.00363431264	-2128	-53.37	MULTIPOLYGON(((139.687500000008 36.3500000024159,139.687500000008 36.3583333357495,139.700000000008 36.3583333357495,139.700000000008 36.3500000024159,139.687500000008 36.3500000024159)))
54394526	12123.2370710376	-6014	-98.44	MULTIPOLYGON(((139.700000000008 36.3500000024159,139.700000000008 36.3583333357495,139.712500000008 36.3583333357495,139.712500000008 36.3500000024159,139.700000000008 36.3500000024159)))
54394527	13647.5986672386	-6831	-100.22	MULTIPOLYGON(((139.712500000008 36.3500000024159,139.712500000008 36.3583333357495,139.725000000008 36.3583333357495,139.725000000008 36.3500000024159,139.712500000008 36.3500000024159)))
54394528	11393.3825226124	-6803	-148.22	MULTIPOLYGON(((139.725000000008 36.3500000024159,139.725000000008 36.3583333357495,139.737500000008 36.3583333357495,139.737500000008 36.3500000024159,139.725000000008 36.3500000024159)))
54394529	10885.7210054215	-6696	-159.86	MULTIPOLYGON(((139.737500000008 36.3500000024159,139.737500000008 36.3583333357495,139.750000000008 36.3583333357495,139.750000000008 36.3500000024159,139.737500000008 36.3500000024159)))
54394530	9565.10300456682	-2888	-43.25	MULTIPOLYGON(((139.625000000008 36.3583333357495,139.625000000008 36.3666666690831,139.637500000008 36.3666666690831,139.637500000008 36.3583333357495,139.625000000008 36.3583333357495)))
54394531	2606.28718316301	-1422	-120.12	MULTIPOLYGON(((139.637500000008 36.3583333357495,139.637500000008 36.3666666690831,139.650000000008 36.3666666690831,139.650000000008 36.3583333357495,139.637500000008 36.3583333357495)))
54394532	1823.97682496033	-1551	-570.57	MULTIPOLYGON(((139.650000000008 36.3583333357495,139.650000000008 36.3666666690831,139.662500000008 36.3666666690831,139.662500000008 36.3583333357495,139.650000000008 36.3583333357495)))
54394534	421.864304833423	0	0.03	MULTIPOLYGON(((139.675000000008 36.3583333357495,139.675000000008 36.3666666690831,139.687500000008 36.3666666690831,139.687500000008 36.3583333357495,139.675000000008 36.3583333357495)))
54394535	4373.22063139802	-93	-2.17	MULTIPOLYGON(((139.687500000008 36.3583333357495,139.687500000008 36.3666666690831,139.700000000008 36.3666666690831,139.700000000008 36.3583333357495,139.687500000008 36.3583333357495)))
54394536	6724.95930601219	-3752	-126.27	MULTIPOLYGON(((139.700000000008 36.3583333357495,139.700000000008 36.3666666690831,139.712500000008 36.3666666690831,139.712500000008 36.3583333357495,139.700000000008 36.3583333357495)))
54394537	15525.0704525639	-7752	-99.73	MULTIPOLYGON(((139.712500000008 36.3583333357495,139.712500000008 36.3666666690831,139.725000000008 36.3666666690831,139.725000000008 36.3583333357495,139.712500000008 36.3583333357495)))
54394538	12788.989829833	-6791	-113.25	MULTIPOLYGON(((139.725000000008 36.3583333357495,139.725000000008 36.3666666690831,139.737500000008 36.3666666690831,139.737500000008 36.3583333357495,139.725000000008 36.3583333357495)))
54394539	9888.55169803166	-6004	-154.59	MULTIPOLYGON(((139.737500000008 36.3583333357495,139.737500000008 36.3666666690831,139.750000000008 36.3666666690831,139.750000000008 36.3583333357495,139.737500000008 36.3583333357495)))
54394540	7633.48394889881	-1261	-19.79	MULTIPOLYGON(((139.625000000008 36.3666666690831,139.625000000008 36.3750000024167,139.637500000008 36.3750000024167,139.637500000008 36.3666666690831,139.625000000008 36.3666666690831)))
54394541	7687.17048224023	-3751	-95.30	MULTIPOLYGON(((139.637500000008 36.3666666690831,139.637500000008 36.3750000024167,139.650000000008 36.3750000024167,139.650000000008 36.3666666690831,139.637500000008 36.3666666690831)))
54394542	6485.11383147087	-1841	-39.64	MULTIPOLYGON(((139.650000000008 36.3666666690831,139.650000000008 36.3750000024167,139.662500000008 36.3750000024167,139.662500000008 36.3666666690831,139.650000000008 36.3666666690831)))
54394543	4777.8210403716	-2370	-98.49	MULTIPOLYGON(((139.662500000008 36.3666666690831,139.662500000008 36.3750000024167,139.675000000008 36.3750000024167,139.675000000008 36.3666666690831,139.662500000008 36.3666666690831)))
54394544	3579.66676069188	-3164	-762.57	MULTIPOLYGON(((139.675000000008 36.3666666690831,139.675000000008 36.3750000024167,139.687500000008 36.3750000024167,139.687500000008 36.3666666690831,139.675000000008 36.3666666690831)))
54394545	1885.95259857938	-544	-40.63	MULTIPOLYGON(((139.687500000008 36.3666666690831,139.687500000008 36.3750000024167,139.700000000008 36.3750000024167,139.700000000008 36.3666666690831,139.687500000008 36.3666666690831)))
54394546	11898.1126570338	-8188	-220.70	MULTIPOLYGON(((139.700000000008 36.3666666690831,139.700000000008 36.3750000024167,139.712500000008 36.3750000024167,139.712500000008 36.3666666690831,139.700000000008 36.3666666690831)))
54394547	21897.30735858	-8944	-69.05	MULTIPOLYGON(((139.712500000008 36.3666666690831,139.712500000008 36.3750000024167,139.725000000008 36.3750000024167,139.725000000008 36.3666666690831,139.712500000008 36.3666666690831)))
54394548	22205.0721358952	-5273	-31.14	MULTIPOLYGON(((139.725000000008 36.3666666690831,139.725000000008 36.3750000024167,139.737500000008 36.3750000024167,139.737500000008 36.3666666690831,139.725000000008 36.3666666690831)))
54394549	16490.0071406212	-7056	-74.79	MULTIPOLYGON(((139.737500000008 36.3666666690831,139.737500000008 36.3750000024167,139.750000000008 36.3750000024167,139.750000000008 36.3666666690831,139.737500000008 36.3666666690831)))
54394550	1259.68596817873	-1198	-1965.05	MULTIPOLYGON(((139.625000000008 36.3750000024167,139.625000000008 36.3833333357503,139.637500000008 36.3833333357503,139.637500000008 36.3750000024167,139.625000000008 36.3750000024167)))
54394551	2355.64021536075	-778	-49.37	MULTIPOLYGON(((139.637500000008 36.3750000024167,139.637500000008 36.3833333357503,139.650000000008 36.3833333357503,139.650000000008 36.3750000024167,139.637500000008 36.3750000024167)))
54394552	1355.11828020844	107	7.37	MULTIPOLYGON(((139.650000000008 36.3750000024167,139.650000000008 36.3833333357503,139.662500000008 36.3833333357503,139.662500000008 36.3750000024167,139.650000000008 36.3750000024167)))
54394553	4118.78150017911	-1215	-41.88	MULTIPOLYGON(((139.662500000008 36.3750000024167,139.662500000008 36.3833333357503,139.675000000008 36.3833333357503,139.675000000008 36.3750000024167,139.662500000008 36.3750000024167)))
54394554	5516.84107465908	-3617	-190.51	MULTIPOLYGON(((139.675000000008 36.3750000024167,139.675000000008 36.3833333357503,139.687500000008 36.3833333357503,139.687500000008 36.3750000024167,139.675000000008 36.3750000024167)))
54394555	3839.73772163332	-3128	-440.04	MULTIPOLYGON(((139.687500000008 36.3750000024167,139.687500000008 36.3833333357503,139.700000000008 36.3833333357503,139.700000000008 36.3750000024167,139.687500000008 36.3750000024167)))
54394556	5958.47101819737	-3178	-114.33	MULTIPOLYGON(((139.700000000008 36.3750000024167,139.700000000008 36.3833333357503,139.712500000008 36.3833333357503,139.712500000008 36.3750000024167,139.700000000008 36.3750000024167)))
54394557	22185.9941556307	-6382	-40.39	MULTIPOLYGON(((139.712500000008 36.3750000024167,139.712500000008 36.3833333357503,139.725000000008 36.3833333357503,139.725000000008 36.3750000024167,139.712500000008 36.3750000024167)))
54394558	22933.2034341674	-3853	-20.19	MULTIPOLYGON(((139.725000000008 36.3750000024167,139.725000000008 36.3833333357503,139.737500000008 36.3833333357503,139.737500000008 36.3750000024167,139.725000000008 36.3750000024167)))
54394559	15457.4473897628	-2121	-15.90	MULTIPOLYGON(((139.737500000008 36.3750000024167,139.737500000008 36.3833333357503,139.750000000008 36.3833333357503,139.750000000008 36.3750000024167,139.737500000008 36.3750000024167)))
54394562	771.951617350753	-242	-45.92	MULTIPOLYGON(((139.650000000008 36.3833333357503,139.650000000008 36.391666669084,139.662500000008 36.391666669084,139.662500000008 36.3833333357503,139.650000000008 36.3833333357503)))
54394563	4997.12367845781	-2215	-79.62	MULTIPOLYGON(((139.662500000008 36.3833333357503,139.662500000008 36.391666669084,139.675000000008 36.391666669084,139.675000000008 36.3833333357503,139.662500000008 36.3833333357503)))
54394564	8369.76648475231	-2890	-52.76	MULTIPOLYGON(((139.675000000008 36.3833333357503,139.675000000008 36.391666669084,139.687500000008 36.391666669084,139.687500000008 36.3833333357503,139.675000000008 36.3833333357503)))
54394565	6470.75001012475	-4696	-264.75	MULTIPOLYGON(((139.687500000008 36.3833333357503,139.687500000008 36.391666669084,139.700000000008 36.391666669084,139.700000000008 36.3833333357503,139.687500000008 36.3833333357503)))
54394566	10917.0739560181	-7674	-236.63	MULTIPOLYGON(((139.700000000008 36.3833333357503,139.700000000008 36.391666669084,139.712500000008 36.391666669084,139.712500000008 36.3833333357503,139.700000000008 36.3833333357503)))
54394567	15532.7481340232	-6654	-74.95	MULTIPOLYGON(((139.712500000008 36.3833333357503,139.712500000008 36.391666669084,139.725000000008 36.391666669084,139.725000000008 36.3833333357503,139.712500000008 36.3833333357503)))
54394568	20132.0796661341	-5146	-34.33	MULTIPOLYGON(((139.725000000008 36.3833333357503,139.725000000008 36.391666669084,139.737500000008 36.391666669084,139.737500000008 36.3833333357503,139.725000000008 36.3833333357503)))
54394569	20330.436877985	-7468	-58.06	MULTIPOLYGON(((139.737500000008 36.3833333357503,139.737500000008 36.391666669084,139.750000000008 36.391666669084,139.750000000008 36.3833333357503,139.737500000008 36.3833333357503)))
54394570	3648.31962821264	-559	-18.10	MULTIPOLYGON(((139.625000000008 36.391666669084,139.625000000008 36.4000000024176,139.637500000008 36.4000000024176,139.637500000008 36.391666669084,139.625000000008 36.391666669084)))
54394571	1984.47609211842	-314	-18.83	MULTIPOLYGON(((139.637500000008 36.391666669084,139.637500000008 36.4000000024176,139.650000000008 36.4000000024176,139.650000000008 36.391666669084,139.637500000008 36.391666669084)))
54394572	2734.70188935235	-1233	-82.19	MULTIPOLYGON(((139.650000000008 36.391666669084,139.650000000008 36.4000000024176,139.662500000008 36.4000000024176,139.662500000008 36.391666669084,139.650000000008 36.391666669084)))
54394573	4172.92074130426	-2019	-93.81	MULTIPOLYGON(((139.662500000008 36.391666669084,139.662500000008 36.4000000024176,139.675000000008 36.4000000024176,139.675000000008 36.391666669084,139.662500000008 36.391666669084)))
54394574	7951.40218291384	-4390	-123.29	MULTIPOLYGON(((139.675000000008 36.391666669084,139.675000000008 36.4000000024176,139.687500000008 36.4000000024176,139.687500000008 36.391666669084,139.675000000008 36.391666669084)))
54394575	14522.7514848038	-7149	-96.97	MULTIPOLYGON(((139.687500000008 36.391666669084,139.687500000008 36.4000000024176,139.700000000008 36.4000000024176,139.700000000008 36.391666669084,139.687500000008 36.391666669084)))
54394576	16926.9472750096	-11937	-239.28	MULTIPOLYGON(((139.700000000008 36.391666669084,139.700000000008 36.4000000024176,139.712500000008 36.4000000024176,139.712500000008 36.391666669084,139.700000000008 36.391666669084)))
54394577	18468.526522923	-8007	-76.54	MULTIPOLYGON(((139.712500000008 36.391666669084,139.712500000008 36.4000000024176,139.725000000008 36.4000000024176,139.725000000008 36.391666669084,139.712500000008 36.391666669084)))
54394578	20415.0208439877	-5825	-39.92	MULTIPOLYGON(((139.725000000008 36.391666669084,139.725000000008 36.4000000024176,139.737500000008 36.4000000024176,139.737500000008 36.391666669084,139.725000000008 36.391666669084)))
54394579	22723.7434638485	-10098	-79.99	MULTIPOLYGON(((139.737500000008 36.391666669084,139.737500000008 36.4000000024176,139.750000000008 36.4000000024176,139.750000000008 36.391666669084,139.737500000008 36.391666669084)))
54394582	1678.85015126076	-1028	-158.28	MULTIPOLYGON(((139.650000000008 36.4000000024176,139.650000000008 36.4083333357512,139.662500000008 36.4083333357512,139.662500000008 36.4000000024176,139.650000000008 36.4000000024176)))
54394583	1475.2221204935	-700	-90.35	MULTIPOLYGON(((139.662500000008 36.4000000024176,139.662500000008 36.4083333357512,139.675000000008 36.4083333357512,139.675000000008 36.4000000024176,139.662500000008 36.4000000024176)))
54394584	872.500583967787	-29	-3.49	MULTIPOLYGON(((139.675000000008 36.4000000024176,139.675000000008 36.4083333357512,139.687500000008 36.4083333357512,139.687500000008 36.4000000024176,139.675000000008 36.4000000024176)))
54394585	8868.48024512738	-3725	-72.43	MULTIPOLYGON(((139.687500000008 36.4000000024176,139.687500000008 36.4083333357512,139.700000000008 36.4083333357512,139.700000000008 36.4000000024176,139.687500000008 36.4000000024176)))
54394586	16395.1191958369	-5760	-54.16	MULTIPOLYGON(((139.700000000008 36.4000000024176,139.700000000008 36.4083333357512,139.712500000008 36.4083333357512,139.712500000008 36.4000000024176,139.700000000008 36.4000000024176)))
54394587	15847.6891811951	-9335	-143.36	MULTIPOLYGON(((139.712500000008 36.4000000024176,139.712500000008 36.4083333357512,139.725000000008 36.4083333357512,139.725000000008 36.4000000024176,139.712500000008 36.4000000024176)))
54394588	12575.8244129947	-5017	-66.39	MULTIPOLYGON(((139.725000000008 36.4000000024176,139.725000000008 36.4083333357512,139.737500000008 36.4083333357512,139.737500000008 36.4000000024176,139.725000000008 36.4000000024176)))
54394589	15036.1663088803	-7634	-103.13	MULTIPOLYGON(((139.737500000008 36.4000000024176,139.737500000008 36.4083333357512,139.750000000008 36.4083333357512,139.750000000008 36.4000000024176,139.737500000008 36.4000000024176)))
54394590	3411.30909961739	-1893	-124.72	MULTIPOLYGON(((139.625000000008 36.4083333357512,139.625000000008 36.4166666690848,139.637500000008 36.4166666690848,139.637500000008 36.4083333357512,139.625000000008 36.4083333357512)))
54394594	3448.57623219314	-2763	-403.44	MULTIPOLYGON(((139.675000000008 36.4083333357512,139.675000000008 36.4166666690848,139.687500000008 36.4166666690848,139.687500000008 36.4083333357512,139.675000000008 36.4083333357512)))
54394595	12896.7943046876	-6916	-115.66	MULTIPOLYGON(((139.687500000008 36.4083333357512,139.687500000008 36.4166666690848,139.700000000008 36.4166666690848,139.700000000008 36.4083333357512,139.687500000008 36.4083333357512)))
54394596	11976.1602929315	-4870	-68.53	MULTIPOLYGON(((139.700000000008 36.4083333357512,139.700000000008 36.4166666690848,139.712500000008 36.4166666690848,139.712500000008 36.4083333357512,139.700000000008 36.4083333357512)))
54394597	16650.3594902605	-8535	-105.18	MULTIPOLYGON(((139.712500000008 36.4083333357512,139.712500000008 36.4166666690848,139.725000000008 36.4166666690848,139.725000000008 36.4083333357512,139.712500000008 36.4083333357512)))
54394598	12701.605047746	-8970	-240.43	MULTIPOLYGON(((139.725000000008 36.4083333357512,139.725000000008 36.4166666690848,139.737500000008 36.4166666690848,139.737500000008 36.4083333357512,139.725000000008 36.4083333357512)))
54394599	17024.9087125126	-6138	-56.39	MULTIPOLYGON(((139.737500000008 36.4083333357512,139.737500000008 36.4166666690848,139.750000000008 36.4166666690848,139.750000000008 36.4083333357512,139.737500000008 36.4083333357512)))
54394600	8279.22713287669	-4857	-141.94	MULTIPOLYGON(((139.750000000009 36.3333333357486,139.750000000009 36.3416666690822,139.762500000009 36.3416666690822,139.762500000009 36.3333333357486,139.750000000009 36.3333333357486)))
54394601	6755.59414014398	-3950	-140.84	MULTIPOLYGON(((139.762500000009 36.3333333357486,139.762500000009 36.3416666690822,139.775000000009 36.3416666690822,139.775000000009 36.3333333357486,139.762500000009 36.3333333357486)))
54394602	10076.6117945577	-5718	-131.22	MULTIPOLYGON(((139.775000000009 36.3333333357486,139.775000000009 36.3416666690822,139.787500000009 36.3416666690822,139.787500000009 36.3333333357486,139.775000000009 36.3333333357486)))
54394603	10102.3069541881	-5494	-119.23	MULTIPOLYGON(((139.787500000009 36.3333333357486,139.787500000009 36.3416666690822,139.800000000009 36.3416666690822,139.800000000009 36.3333333357486,139.787500000009 36.3333333357486)))
54394604	3539.35573885197	-2108	-147.33	MULTIPOLYGON(((139.800000000009 36.3333333357486,139.800000000009 36.3416666690822,139.812500000009 36.3416666690822,139.812500000009 36.3333333357486,139.800000000009 36.3333333357486)))
54394605	9032.36011470052	-3747	-70.90	MULTIPOLYGON(((139.812500000009 36.3333333357486,139.812500000009 36.3416666690822,139.825000000009 36.3416666690822,139.825000000009 36.3333333357486,139.812500000009 36.3333333357486)))
54394606	8462.48498529669	-4325	-104.55	MULTIPOLYGON(((139.825000000009 36.3333333357486,139.825000000009 36.3416666690822,139.837500000009 36.3416666690822,139.837500000009 36.3333333357486,139.825000000009 36.3333333357486)))
54394607	6681.84976848158	-2877	-75.65	MULTIPOLYGON(((139.837500000009 36.3333333357486,139.837500000009 36.3416666690822,139.85000000001 36.3416666690822,139.85000000001 36.3333333357486,139.837500000009 36.3333333357486)))
54394608	11703.8910585976	-3673	-45.75	MULTIPOLYGON(((139.85000000001 36.3333333357486,139.85000000001 36.3416666690822,139.86250000001 36.3416666690822,139.86250000001 36.3333333357486,139.85000000001 36.3333333357486)))
54394609	8069.80014978243	-3714	-85.29	MULTIPOLYGON(((139.86250000001 36.3333333357486,139.86250000001 36.3416666690822,139.87500000001 36.3416666690822,139.87500000001 36.3333333357486,139.86250000001 36.3333333357486)))
